query_id,query,qid
3088617,巴尔豪森,Q669460
3088716,弗洛-塞利根塔尔,Q516724
3088837,克拉温克尔,Q568146
3088852,古特曼斯豪森,Q556434
3088869,金德尔布吕克,Q530154
3088913,施特劳夫海恩,Q559728
3089067,斯考塔塞島,Q3180974
3089229,蒙克里夫島,Q6898544
3089818,伯翁,Q867232
3089337,林登克罗伊茨,Q539097
3090570,圣阿格雷沃,Q137514
3090671,圣樊尚德巴雷斯,Q32327
3091265,欧容河畔隆尚,Q1146158
3091472,瓦讷河畔维勒莫尔,Q834779
3091607,库斯图日,Q6660
3091505,艾鲁,Q1018506
3092242,索雅克,Q1373710
3092503,凯龙,Q841286
3092504,拉康布,Q838978
3092412,昂戈维尔,Q427700
3092740,莱洛日索尔斯,Q742228
3092828,欧日地区诺雷,Q863269
3093085,滨海韦尔,Q762471
3093247,蒙特尚 (康塔尔省),Q340789
3095195,格罗苏夫尔,Q730059
3095900,多尔多涅河畔博略,Q60587245
3096851,多肉鯨鯰,Q5493560
3096123,圣伊莱尔佩鲁,Q831074
3097049,沃森号车辆运输舰 (T-AKR-310),Q7866763
3097234,绍姆和库尔尚,Q24950
3097386,乌尔斯河畔格朗塞,Q862962
3097556,贝兹河畔努瓦龙,Q55661
3097854,卡洛尔冈,Q220197
3098008,小普莱朗,Q742008
3098119,圣科内克,Q1013125
3098222,勒维约堡,Q1013152
3098336,利济耶尔,Q202743
3098508,欧日尼亚克,Q471565
3098559,比萨克,Q534645
3099008,索圣昂热勒,Q626892
3099073,阿贝维莱尔,Q306958
3099747,沙尔佩,Q326106
3099829,迪瓦地区莱什,Q662707
3099868,蒙茹瓦耶,Q468222
3100158,阿夫尔河畔布勒,Q1009069
3100218,勒科尔米耶,Q1073305
3100259,埃科维尔,Q1008458
3100398,容克雷德利韦,Q673119
3100532,昂代勒河畔罗米伊,Q525926
3100621,圣皮埃尔多蒂勒,Q1072219
3101290,普洛加斯泰勒-圣日耳曼,Q474684
3101336,普洛泽韦,Q474680
3101556,利乌克,Q245500
3104080,戈里亚克,Q185402
3103112,長頭乳突鯒,Q2124700
3104221,波梅罗勒,Q384838
3103614,拉巴尔泰特,Q1006667
3103433,張新曾,Q11068536
3104987,维莱讷河畔努瓦亚勒,Q545801
3104989,奥塞,Q624139
3105018,勒捷,Q301556
3105416,布雷埃蒙,Q1138781
3105518,吕讷,Q693979
3105340,安德尔河畔圣塞韦尔,Q1072136
3105536,蒙特雷索,Q91738971
3106421,加泰,Q288859
3107246,蓬勒瓦,Q266148
3106624,勒维尼,Q1228991
3107378,卢瓦尔省贝尔蒙,Q281103
3107590,圣埃昂,Q1106532
3106610,普雷马农,Q764190
3107684,维里塞勒,Q1106010
3107946,伊桑若,Q217165
3108123,圣马尔迪代塞尔,Q1064610
3108357,蒙特罗 (卢瓦雷省),Q1946109
3108135,圣维欧,Q1065294
3109877,滨海布兰维尔,Q667315
3109734,圣马丹德拉普拉斯,Q942889
3110376,圣马丹勒布扬,Q654078
3110524,马恩河畔欧奈,Q367510
3110566,比纳尔维尔,Q1115946
3110515,阿乌尼,Q1214939
3111136,蘇门答腊角鸮,Q1260187
3111201,纽伯里船闸,Q3577607
3112186,昂杜耶,Q615113
3112590,巴泰莱蒙莱博泽蒙,Q209881
3112185,昂普瓦涅,Q1066339
3112496,圣皮埃尔德朗德,Q926396
3112625,邦维莱,Q990941
3112707,达姆勒维耶尔,Q477031
3113241,佩尔图瓦地区奥尔努瓦,Q1021111
3113253,邦特维尔,Q1087589
3113854,埃尔德旺,Q69996
3115124,圣佩勒斯,Q37184
3114470,拉克内克西,Q22310
3115393,埃斯波堡,Q945918
3114515,迈兹鲁瓦,Q22187
3114647,朗格沃,Q22019
3115494,伊沃尔,Q1337710
3115710,布雷什河畔勒伊,Q1331906
3115947,瑟里塞,Q1098017
3115684,蓬圣马克桑斯,Q1336775
3115558,马赛昂博韦西,Q971261
3116376,维勒巴丹,Q538233
3116548,吉尼亚,Q55834744
3116398,阿尔通,Q1071892
3116764,皮永萨附近圣莫里斯,Q589658
3116945,邦卡,Q839427
3116495,希德拉克,Q1000344
3117594,古奥,Q1093211
3118127,贝尔斯泰姆,Q21237
3118018,皮瓦拉多尔,Q429271
3118170,达勒奈姆,Q21217
3118347,朗巴克,Q21323
3118376,梅茨维莱尔,Q21442
3118501,伦策奈姆,Q21457
3118540,舍嫩堡,Q21575
3118186,迪姆斯塔勒,Q21258
3118632,维桑堡,Q22636
3118213,恩赛姆,Q22438
3118672,贝勒马尼,Q325348
3119737,莫氏擬鮟鱇,Q3023776
3120255,赫克托·坎波斯,Q2154778
3119202,大隆善护国寺,Q10938426
3122575,多爾濟帕拉穆,Q10932798
3122708,中華民國99年度第2次全國羽球排名賽,Q10876306
3123124,微博桌面,Q11071298
3123837,蜡瓣花球针壳,Q18382199
3120260,達米安·伊馬紐爾·米蓋勒斯,Q5212247
3124916,珊瑚裸臀鯙,Q5492605
3123620,梧桐白粉菌,Q11115691
3124980,似裸臀鯙,Q1951012
3125912,程谋义,Q5091240
3126902,孔曲霉,Q6823205
3127435,張青特,Q10295924
3128259,徐则臣,Q9140495
3128560,日本國志,Q11086316
3129029,仙人掌旅館,Q16166574
3130686,许麟庐,Q15942098
3131140,列斯科夫島,Q1310153
3132823,托爾圖加島,Q2066195
3131834,Rust,Q575650
3129988,阿贝尔星系团表,Q318624
3133288,1984年電影列表,Q6573441
3133362,聖公會索爾茲伯里教區,Q2564064
3133698,刑警本色,Q10896984
3135757,柴燃联合动力方式,Q604549
3136836,VKS狙擊步槍,Q2597265
3137226,巴基斯坦煙草,Q7125728
3137875,鳌山古建筑,Q11173460
3137998,南越王庙,Q10909040
3138105,大塘肚,Q10934671
3138318,广东人民抗日解放军司令部,Q11061642
3138475,朝聚祠,Q11092566
3138853,谢翱墓,Q17026974
3138760,莫公馆,Q17032112
3139133,刘起龙墓,Q10897976
3139341,东市天后宫,Q10870214
3139426,良垌抗日武装起义旧址,Q17028187
3139242,谭寿海墓,Q17038342
3140017,禅宗的习惯,Q3072651
3139648,古元故居,Q10913064
3141189,龙泉寺大殿,Q11181402
3141268,涿州永济桥,Q11152077
3143014,小西石棺墓群,Q11034666
3142151,亞馬遜河賊胎鱂,Q3763972
3143002,王隅沟抗日根据地,Q17041178
3142029,古巴泥鱂,Q2394320
3143689,马圈子古城,Q17033212
3143836,馬圖庫島,Q1910831
3144827,竹节草孢堆黑粉菌,Q6740786
3144841,广州孢堆黑粉菌,Q11062066
3145350,平洛乐登桥,Q11061113
3145409,广西省土改工作团第二团团部旧址,Q11062478
3145454,朱一冯攻剿红夷刻石,Q11093516
3145508,普光塔,Q11089586
3145735,高北土楼群,Q17001462
3145979,狗尾草黑粉菌,Q18383670
3147399,乜那寺,Q10878633
3147280,棺材沟墓地,Q11117362
3147462,松多乡慧宁寺,Q11104335
3146464,車林桑都布,Q16075499
3147802,后登门卡墓地,Q10917952
3148759,約克公爵島 (巴布亞新畿內亞),Q1264383
3150231,丁镗,Q10864425
3150784,大衛·馬雷羅,Q512421
3152326,毛恩湖,Q680346
3149667,米勒劍尾魚,Q972225
3153592,NGC 6362,Q932468
3153682,金城基泰,Q625092
3154915,劉蜀永 (歷史學家),Q9113328
3155940,通戈瓦島,Q1847568
3156253,双射法,Q592286
3158693,洛斯弗賴萊斯群島,Q1685696
3156572,野村武史,Q6140916
3159162,菲律賓棒球代表隊,Q1037068
3159409,阿昌阿,Q65906622
3160168,Blue Meanies,Q27071
3162395,立德里,Q16928771
3162830,北興里,Q10903873
3164166,貝荷妮絲·瑪赫洛,Q28463
3164560,紫港街道,Q53167731
3165361,廖燻,Q11064423
3165581,胡建淼,Q8967711
3166632,巴基斯坦西隆鯰,Q2562808
3166803,2013年世界棒球經典賽資格賽 - 第三組,Q903052
3168851,愛的節奏,Q81252
3168699,史丹利·特治,Q223117
3168776,设计规则检查,Q1200669
3172210,雅可比坐標,Q5409661
3172425,埃伊內西爾,Q2901008
3174982,香港街坊節,Q17063298
3173432,薩拉伊肯特,Q2372316
3175077,燕山君墓,Q60294
3172201,比于克永賈勒,Q3233913
3175214,幸福的拾荒者,Q11061513
3175846,池賴和,Q73285
3175438,設計思考,Q1200670
3178088,意大利铁路,Q286650
3178469,Petit comic,Q116249
3179692,世界最高結構物列表,Q11833101
3180358,依半衰期排列的放射性同位素列表,Q128644
3180405,快意節能,Q11072363
3180655,野珠母麗魚,Q130496
3181500,香港女子足球代表隊,Q130702
3181690,曷利沙跋摩三世,Q136184
3182172,张振川,Q9091020
3181652,伊奢那跋摩二世,Q130771
3182297,馬斯巴特省,Q13847
3183150,厚鰭圖麗魚,Q6424995
3183247,雅氏孔雀鯛,Q168662
3186399,越南民主党,Q210363
3186415,2013年世界一级方程式锦标赛,Q69356
3186517,安德魯·羅西,Q210762
3195067,紧箍咒,Q17002263
3195106,奢香,Q28846398
3197439,有備館車站,Q247618
3197459,雅典娜系列運載火箭,Q22770
3197611,本村碧唯,Q2113059
3198536,小鱗愛麗魚,Q285247
3198679,長嶋一茂,Q326617
3198612,吉奧吉歐·阿爾比基,Q285339
3200055,伊自良川,Q332939
3201747,利州西路,Q10898332
3203633,連署,Q497960
3203988,达拉斯轻轨,Q497596
3205606,張智恩,Q12614705
3206227,星辰变 (游戏),Q11088684
3210271,仙樹三山宮,Q1194890
3211101,榮勳,Q11120478
3211916,扎里納巴德,Q862369
3213349,卡拉米,Q888794
3214096,刘龟图,Q965891
3213847,壇蜜,Q965921
3214278,朱友璋,Q965911
3215537,亨多拉比島,Q966677
3216116,巴拉德,Q16479781
3217365,费康,Q269732
3219656,合金弹头：第二任务,Q6822704
3220504,神格惟一論,Q180430
3221027,酋婦蟹屬,Q1186893
3220835,金擎天,Q1186744
3222031,梁田庚,Q8999290
3222464,華陶窯,Q15907837
3223204,然·维德诺夫,Q511954
3224351,倫達瓦石油足球俱樂部,Q1050627
3224507,张文渔,Q9091110
3224702,索波,Q1440902
3225662,貝塞里爾,Q1524772
3227035,索普拉維恩托,Q1575590
3227406,拉貢瓦利亞,Q1576165
3227544,巴列德聖胡安,Q1575444
3228125,王進寶,Q13510538
3228468,圭普薩,Q1560045
3229167,赵绪成,Q1704765
3229790,埃特爾布呂克足球俱樂部,Q922140
3231182,羅斯普特維多利亞足球俱樂部,Q1756279
3232125,ISO 690,Q385738
3232309,伊利耶·维尔德茨,Q322985
3233734,罗小黑战记,Q67124023
3235057,雅博兰迪,Q2027295
3233018,選集,Q105420
3235067,日塔乌纳,Q1798820
3235600,阿巴迪亚德戈亚斯,Q304652
3235548,沙帕当-杜塞乌,Q935208
3235619,巴利萨,Q805016
3235653,戈亚尼拉,Q281011
3235733,戈亚斯州特雷佐波利斯,Q986264
3235746,克里斯塔利娜,Q1012541
3235756,圣若昂-达利安萨,Q989515
3235837,唐佩德罗,Q1823871
3235872,马拉尼昂州大拉戈阿,Q2012551
3235886,马拉尼昂河畔米拉格里斯,Q2013332
3235910,平达雷米林,Q2065093
3236001,图里亚苏,Q634717
3235946,徐本生,Q8277771
3236024,波桑-迪佩德拉斯,Q2104834
3236026,维多利亚-杜梅阿林,Q2065110
3236071,阿拉普坦加,Q1806505
3236117,新布拉西兰迪亚,Q773466
3236243,阿尔特罗萨,Q1756931
3236310,斯通波利島,Q131148
3236360,卡瓦略斯,Q741443
3236608,马迪埃斯帕尼亚,Q1754689
3236766,雷斯普伦杜,Q986252
3236512,伊雅西,Q1790715
3236471,弗雷加斯帕,Q1757083
3237178,马蒂尼亚斯,Q2011935
3237202,奎特,Q2064364
3237631,夸蒂瓜,Q743136
3237469,坎皮纳杜西芒,Q1804781
3237278,德斯特罗,Q2009945
3238133,卡皮唐迪坎波斯,Q2089202
3238264,伊陶卡拉,Q1804085
3238252,卡尔多苏莫雷拉,Q1807668
3238122,皮奥伊州圣洛伦索,Q518321
3238497,丰托拉沙维耶,Q630520
3238610,新帕杜阿,Q1750269
3238555,拉戈昂,Q1774445
3238611,新拉马达,Q348265
3238737,南圣洛伦索,Q326349
3238934,波尔塔莱格里,Q2079757
3238987,南蒙蒂阿莱格里,Q1750211
3239031,萨尔莫朗,Q1761702
3239029,里诺波利斯,Q1761556
3239098,阿瓦年达瓦,Q1646956
3239168,兰沙里亚,Q1760603
3239176,普鲁登特总统城,Q525618
3239298,圣安东尼奥-杜皮尼亚尔,Q1760210
3239555,阿瓦伊 (圣保罗州),Q371734
3239788,百年靈,Q665740
3239819,帕潘杜瓦,Q1796797
3239592,拉维尼亚,Q1137364
3240225,汉登贝格,Q668995
3239848,約書亞·達拉斯,Q714261
3240488,阿菲斯尔,Q383247
3240502,卡米耶·肖当,Q263884
3240954,大霍芬,Q685041
3240763,蒂夫格拉本,Q876218
3240614,施泰尔附近圣乌尔里希,Q682115
3240955,大克鲁特,Q666540
3240658,蒙古科学院,Q2105962
3241036,林区基希贝格,Q666344
3242112,陶普利茨,Q672697
3242264,阿尔陶塞,Q262951
3241726,特翁,Q568132
3242887,进贤南站,Q6202870
3243775,星暴,Q2154762
3243557,太宁公主,Q10941202
3244416,恰格达尔扎布内阁,Q11073131
3244804,拉克塞爾夫,Q531041
3245695,阿尔凡德加-达菲 (堂区),Q385202
3245547,索萨 (费尔盖拉什),Q1451252
3245164,圣马蒂亚什,Q1019714
3248197,首都剧场,Q2493723
3250967,不成對電子,Q374793
3249130,江西銀行,Q28414665
3251099,斯特蘭達,Q48501
3252397,卡茨曼自动成像望远镜,Q2680765
3253358,丹麥式設計,Q2743500
3253167,民主倒梁力量,Q11128804
3254210,大食代,Q2783770
3255212,光网络终端,Q5446425
3256011,弗雷德里克斯醫院,Q1780842
3255537,佛山农村商业银行,Q10886731
3258251,王伟豪,Q15910984
3258622,楠梓仙溪野生動物保護區,Q11119981
3259453,色诺克拉底,Q214121
3260356,班布勒,Q484052
3260558,阿波罗多鲁斯 (卡鲁斯图斯),Q2388887
3260601,金黄球柏,Q15234458
3262731,金融發展局,Q15907885
3263181,達洛爾,Q2600517
3263403,军团士兵,Q17346959
3263730,文訥斯拉,Q500227
3265257,腺茎柳叶菜,Q15234776
3265193,大叶铁线莲,Q4266301
3265464,高山锦鸡儿,Q15250612
3264640,光萼鞘蕊花,Q10890768
3265697,单子麻黄,Q4496882
3265677,太白乌头,Q10941636
3265810,短柱滇刺榄,Q15234859
3266052,单叶异木患,Q10906196
3265888,金平杜鹃,Q15247821
3266256,林中拂子茅,Q11105416
3266272,江南山梗菜,Q11133807
3266350,少花瑞香,Q11037016
3266476,绿春鸢尾兰,Q15234954
3266387,石生早熟禾,Q15249392
3266423,杂高粱,Q11095119
3266851,长苞刺蕊草,Q15246606
3266737,短筒兔耳草,Q15246136
3266914,白毛皱叶委陵菜,Q15234988
3267032,海棠叶蜂斗草,Q15250738
3267112,高山离子芥,Q13730792
3267162,白桂木,Q3761174
3267203,翠蓝绣线菊,Q15250299
3267256,林寬子,Q3549527
3267896,甜笋竹,Q15235113
3267879,粗糙蓬子菜,Q15235106
3267936,短轴嵩草,Q15246614
3267325,小果鳞果星蕨,Q10959268
3267970,水山姜,Q11129838
3268202,铺叶沼兰,Q15439169
3268495,毛嘴杜鹃,Q7321174
3268946,丝毛石蝴蝶,Q10871307
3268969,距瓣尾囊草,Q15235224
3269337,浙江楠,Q3205752
3269327,滇西乌头,Q15235391
3269106,锐齿革叶鼠李,Q15235292
3269310,网络马尾杉,Q15235384
3269356,毛海滨山黧豆,Q15281593
3269581,三脉水丝梨,Q10866650
3269682,臭常山,Q290590
3269745,广东酒饼簕,Q11061805
3269855,安達科約,Q3602
3270772,巴拉斯港,Q51596
3271543,小白花地榆,Q10959781
3271013,角果藻,Q159194
3271325,隆萼当归,Q15235826
3271349,长叶白桐树,Q15235837
3272162,高冠曲花紫堇,Q15236229
3272256,新疆丽豆,Q11083623
3272364,线叶黑三棱,Q159053
3272453,林繁缕,Q11106798
3273118,叶状苞杜鹃,Q4395992
3272830,中国蕨,Q17197145
3272798,湖南黄芩,Q15237353
3273144,大叶金顶杜鹃,Q10934096
3273771,华苘麻,Q10905887
3273133,丽江虎耳草,Q10877571
3273575,海南鹤顶兰,Q11150345
3273684,大花兜被兰,Q3339308
3273869,盘花新疆乳菀,Q15238286
3273989,紫羊茅,Q159702
3274138,短苞叉毛蓬,Q15238388
3274821,尼泊尔常春藤,Q3339126
3274881,黄毛润楠,Q11177756
3274944,鄂西粗筒苣苔,Q15238944
3274970,滇西青冈,Q6325052
3275013,黄毛牡荆,Q11177759
3275200,吕宋天胡荽,Q10918331
3275027,绒叶肖竹芋,Q3335724
3275789,矮生黄鹌菜,Q15239270
3276148,长毛楠,Q15239421
3275899,四脉金茅,Q10925273
3275163,黄花杜鹃,Q3335326
3276500,绝伦杜鹃,Q15239552
3275284,弯尖杜鹃,Q11067890
3275525,银背委陵菜,Q158865
3275729,鱼鳔槐,Q158890
3276677,松天麻,Q11104342
3276685,风毛菊状千里光,Q15251490
3276780,小片齿唇兰,Q10959641
3276970,皱叶鹿蹄草,Q15239728
3277257,西藏对叶黄堇,Q15239835
3277462,大叶竹节树,Q10934034
3277518,红毛卷花丹,Q15239929
3277573,线叶蓼,Q15239955
3277610,监听模式,Q1944861
3277309,小灌木南芥,Q10959620
3277933,变色密花豆,Q10912894
3278283,元宝草,Q10889638
3278611,小花柳叶菜,Q159094
3278311,腋枕碱茅,Q15240248
3278615,角花胡颓子,Q15240339
3278651,水毛茛,Q11130044
3278888,贺兰山嵩草,Q15240540
3278736,少刺毛假糙苏,Q11036087
3278681,瓶核山矾,Q15240369
3278955,林地鹅观草,Q15511522
3279311,假槟榔,Q1831486
3279428,夏至草,Q10932160
3279433,卵圆蕗蕨,Q10910636
3279764,垂花青兰,Q1254384
3280082,展枝唐松草,Q11043118
3280045,大花脆蒴报春,Q10937584
3280344,小苜蓿,Q144139
3280373,台湾鼠刺,Q15247817
3280589,狭叶点地梅,Q15252096
3280597,铺地蝙蝠草,Q15247332
3280662,尖叶豆腐柴,Q11037757
3280753,绒毛荆芥,Q4236223
3280972,恒春银线兰,Q4769861
3280978,剑苞藨草,Q10899178
3280435,钝齿木荷,Q15244925
3281184,黑刺蕊草,Q11178904
3281301,团花龙船花,Q10925759
3281419,打箭炉虎耳草,Q11075953
3281322,管叶牛角兰,Q15251363
3281460,藏北梅花草,Q15246463
3281505,罗浮锥,Q15245954
3281668,西南毛茛,Q15247982
3281723,白枝李榄,Q24852942
3281839,两栖蓼,Q157569
3281892,波氏石韦,Q11144308
3281977,白喉乌头,Q4093584
3281993,峨山碗蕨,Q11051427
3282027,卵叶耳草,Q10910591
3282195,金顶梅花草,Q15248743
3282068,细齿乌饭,Q15246877
3282116,布萊克火山,Q2355452
3282377,细叶乌头,Q4093595
3282495,西藏菝葜,Q15500083
3282806,台东癸草,Q10913858
3282854,长苞荆芥,Q3338271
3283258,高山碱茅,Q15250649
3283348,基毛杜鹃,Q7321162
3283342,柴续断,Q11110234
3283698,小花紫薇,Q10960220
3283430,香简草,Q15245369
3283540,大花毛建草,Q1548058
3283931,大渡乌头,Q10936472
3283953,披针叶楠,Q11076696
3284660,大针茅,Q10938310
3284068,下延叉蕨,Q10868529
3284687,飞瀑草,Q15251548
3284707,新翻元胡,Q11084149
3285208,湖北鼠李,Q15245299
3285086,圆锥花远志,Q10926678
3285224,短萼紫茎,Q15246150
3285469,蜿蜒杜鹃,Q15250882
3285670,短耳石豆兰,Q4987721
3285731,大苞漏斗苣苔,Q15443800
3285787,长芒看麦娘,Q15245359
3285943,毛萼鞘蕊花,Q15249415
3286066,囊果紫堇,Q10924442
3286171,线茎虎耳草,Q15249616
3285998,类黍尾稃草,Q7900800
3286195,红背甜槠,Q15250825
3286404,纤梗山胡椒,Q15246807
3286708,欧亚多足蕨,Q743883
3286878,坚挺母草,Q10928645
3287038,船竹,Q15244667
3286897,湖南山麻杆,Q15251738
3287097,硬头苦竹,Q15251450
3287233,峨边虾脊兰,Q5018550
3287738,崖州竹,Q18231088
3287297,宽穗扁莎,Q15551408
3287854,短隔鼠尾草,Q7406754
3287900,油芥菜,Q11142705
3288387,疏金毛铁线莲,Q18231477
3288637,梵净山点地梅,Q11116085
3288966,独龙江玉山竹,Q15250143
3289043,吻兰,Q10919809
3288186,毛叶千金榆,Q11126522
3289065,耳柄合耳菊,Q15245315
3288738,贴生石韦,Q15245685
3289180,大花红淡比,Q10937568
3289200,斑唇贝母兰,Q11080261
3289435,多毛君迁子,Q10932743
3289643,中日老鹳草,Q5236828
3289569,无柄纸叶榕,Q11085627
3289695,乳突青荚叶,Q10879876
3289709,大花大序雪胆,Q10937473
3290091,韋斯特達爾火山,Q901182
3290075,青島市政府,Q15908471
3290383,卵叶豺皮樟,Q10910601
3289987,卡特邁火山,Q1053435
3290743,渐光尖齿糙苏,Q18382176
3290811,宽卵叶长柄山蚂蝗,Q24877797
3291031,长柄杂色杜鹃,Q18382536
3290870,金色缘毛杨,Q18382332
3290771,奧古斯塔山,Q605896
3291080,粉红树形杜鹃,Q18382521
3291486,具稃贵州狗尾草,Q10894580
3291392,小五台山风毛菊,Q10957695
3291460,小叶韩信草,Q10958367
3291721,小果绒毛漆,Q10959236
3291259,豬哥壹級棒,Q10533348
3291329,器府 (星官),Q10924311
3291889,莫德里查,Q180743
3292110,少花茜草,Q11037092
3295715,柳演錫,Q77621
3296358,震旦阿爾伯介,Q13256978
3291923,甘普林,Q49662
3296748,返顾马先蒿鼬臭亚种,Q18382102
3299674,阿里山脊粉蝨,Q2391791
3299794,降聖州,Q17062321
3297157,纽约州参议院,Q1722258
3300260,斑馬陳氏介,Q14452578
3300549,叉枝幹星珊瑚,Q3658146
3300237,柏生無齒蛤,Q14491708
3301053,等管尾蚜,Q10529600
3297570,胸喙亞目,Q621840
3301211,短小寬角水蚤,Q6551278
3301166,杜鵑皮粉蝨,Q2237161
3301704,褐背細蟴,Q7780078
3301758,黑背芒蚜,Q10669109
3301439,傅氏擬霜尺蛾,Q21325506
3301806,黑龍新玻璃介,Q11179747
3302061,花珠寶螺,Q47470909
3302173,黃羽暮蟬,Q16992936
3302066,華麗金姬蛛,Q2001944
3302205,惠蓀鞘粉嚙,Q21253353
3302370,角三葉尺蛾,Q13549560
3302607,堀川煙管蝸,Q10930490
3302711,老馬副脊介,Q18658048
3302891,龍腦香長小蠹,Q11180631
3302934,羅漢奇花介,Q14656242
3302715,老總丘殼灰介,Q18381650
3302984,馬丁長鼻螺,Q1056739
3303124,密毛岩瓷蟹,Q14084367
3303160,莫邪遠藤介,Q18231986
3303194,南渡耳介,Q13431226
3303219,楠瘤粉蝨,Q2586824
3303244,擬腎形真葉珊瑚,Q61657493
3304003,蘇門答臘鋸粉蝶,Q1833577
3304009,速水袋鼠介,Q18232684
3304309,瓦爾迪瓦紡錘魷,Q2313729
3304340,王道副金星介,Q18381954
3304185,太田隱勢瓢蟲,Q10941635
3304731,楔葉粗面介,Q11119758
3304467,伍氏平蝦蛄,Q13612867
3304834,雪黃毒蛾,Q13476544
3304979,異色巨蝽,Q18232155
3304874,亞洲日月蛤,Q13367401
3305532,蔗網蝽,Q18142234
3305135,玉山蓼蚜,Q10592968
3306565,短鰭原飛魚,Q2331766
3306758,弓頭飛魚,Q2185335
3307357,細波遷粉蝶,Q1768649
3307368,梁乙埋,Q11113665
3308556,白帶波眼蝶,Q15802375
3307763,臺灣洒灰蝶,Q18382684
3309294,斑葉指柱蘭,Q11080399
3308835,星點長鰭鰏魚,Q11088712
3309713,大星牽牛,Q1672266
3310279,紅花假地藍,Q15246581
3310288,紅莖椒草,Q15246163
3310918,尖尾曲柄蘚,Q15246235
3311179,蘭嶼芋,Q15248421
3311214,裡菫紫金牛,Q15245876
3311322,柳氏懸鉤子,Q11109867
3311712,擬大豆,Q9674680
3312578,三叶茀蕨,Q10865517
3313050,台湾土沉香,Q10914636
3312907,小行星23768,Q598984
3313117,藤相思树,Q6711452
3313196,小行星4392,Q153906
3313250,小行星5458,Q679686
3313365,小行星25979,Q1633107
3313421,泽泻虾脊兰,Q11145398
3313502,细叶山茶,Q15251033
3313574,小行星1567,Q140876
3313789,小西氏灰木,Q11034610
3313777,小行星23213,Q2611988
3313910,小行星5761,Q736279
3313935,小行星78430,Q2609945
3314075,小行星23018,Q2611477
3314126,小行星65357,Q2710791
3314151,小行星4094,Q152652
3314195,樱蓼,Q11121750
3314369,圆叶刺轴榈,Q1214612
3314522,小行星10825,Q2627593
3314666,棕边凤尾藓,Q11116693
3314667,小行星26821,Q2612075
3314942,小行星2657,Q748700
3314953,小行星49501,Q2710634
3315033,小行星55108,Q2710835
3315110,小行星25656,Q584056
3315358,小行星23814,Q2612924
3315483,小行星21531,Q2614493
3315552,小行星17286,Q2473238
3315720,小行星7804,Q303671
3315783,小行星26793,Q975580
3315992,小行星19029,Q957360
3315907,小行星8223,Q743663
3316210,小行星10803,Q2713305
3316292,小行星10974,Q598963
3316428,小行星2981,Q370402
3316506,小行星28155,Q2690223
3316601,小行星17908,Q2618322
3316660,小行星18845,Q2475841
3316799,小行星92685,Q2712577
3316975,小行星15385,Q2478868
3317073,小行星34543,Q2263581
3317155,小行星3610,Q763190
3317171,小行星21822,Q2214012
3317235,小行星4340,Q153667
3317248,小行星25670,Q1631101
3317337,小行星4590,Q1046105
3317414,小行星3450,Q747721
3317439,小行星6688,Q194088
3317523,小行星1745,Q143136
3317902,小行星3330,Q1046894
3318022,小行星4612,Q1045049
3318033,小行星4732,Q672540
3318584,小行星13733,Q1091173
3318747,小行星19631,Q2615854
3318809,小行星21515,Q1086711
3319022,小行星48480,Q585997
3319048,小行星66846,Q3599592
3319311,羅伯特·阿克塞爾羅,Q583438
3320236,台灣公路原點,Q10915340
3320749,伊萬·斯特里尼奇,Q314083
3322328,王引昌,Q15934491
3322482,林步青,Q11106444
3323463,魏廷梁,Q15934876
3323809,索蒂里奥斯·尼尼斯,Q299091
3324963,周錫恩,Q10921085
3325074,戚善勖,Q11075023
3325904,全美善,Q4022738
3326297,池坊,Q4022446
3326598,石鏡潢,Q15943150
3326968,陳庚經,Q15951375
3327130,溫中和,Q15932125
3328482,庫爾塔蘭,Q1004659
3327587,寶血會思源學校,Q16923023
3328516,諾韋,Q164023
3328533,韋斯特,Q855066
3329866,平苍引水工程,Q11061266
3330876,王汝漢,Q15944619
3331110,阿德尔伯特,Q347243
3331792,好流氓,Q10942903
3332010,樓守愚,Q11121077
3332132,蕭逢源,Q15937734
3333093,谢鑫 (作家),Q9072113
3333191,大犬座EZ,Q4273098
3333722,文同書,Q11079650
3333814,羅經權,Q15951762
3334120,吳耀漢攪攪震,Q6471562
3335330,袁勵端,Q15932861
3335525,哈伊尔湖水怪,Q24841097
3335779,三异丁基铝,Q4463032
3337065,甘谷站,Q914617
3337754,咽音,Q252321
3339192,卡塔尼奧,Q768483
3340157,韩国产业银行,Q4409074
3340287,安妮·圣莱杰,Q4501860
3340306,接神日,Q11078126
3340597,天仙护国佑圣延寿宫,Q10939071
3341600,路易斯·库佩勒斯,Q437798
3342360,藍衫黨,Q689733
3342789,约翰·费舍尔 (1972年),Q6368816
3343645,玻璃纸,Q193841
3345352,榆岾寺,Q4845714
3345643,安东尼·埃文特,Q1424462
3347145,扇入,Q1760638
3347951,新孔德站,Q623821
3348341,夏爾三世·德·波旁,Q506466
3350744,杰西·布兰森,Q3808116
3351364,奥斯卡最佳化妆与发型设计奖,Q487136
3350627,雷蒙德·布朗,Q3420716
3351976,格利澤221,Q5176443
3351722,德尔·毕肖尔,Q627300
3352550,河南省商务厅,Q11141651
3353883,杰诺·卡莱尔,Q3759874
3355424,哈里·戴维斯,Q676808
3355764,莎拉·哈默尔,Q290681
3355780,理工大学站,Q45068266
3356123,滨涡正志,Q719149
3356122,Moment to Moment,Q10851707
