query_id,item_qid,property_qid,adj_item_qid
3029108,Q39686,P421,Q6723
3029108,Q39686,P47,Q21964271
3029108,Q39686,P47,Q39674
3029108,Q39686,P47,Q39697
3029108,Q39686,P47,Q39693
3029108,Q39686,P47,Q39669
3029108,Q39686,P9235,Q106435261
3359119,Q3973346,P103,Q1860
3359119,Q3973346,P106,Q3665646
3359119,Q3973346,P106,Q5137571
3359119,Q3973346,P118,Q155223
3359119,Q3973346,P118,Q94861615
3359119,Q3973346,P1532,Q30
3359119,Q3973346,P19,Q1781699
3359119,Q3973346,P21,Q6581097
3359119,Q3973346,P27,Q30
3359119,Q3973346,P286,Q109313235
3359119,Q3973346,P286,Q48698657
3359119,Q3973346,P286,Q85734392
3359119,Q3973346,P286,Q60525484
3359119,Q3973346,P286,Q27856447
3359119,Q3973346,P31,Q5
3359119,Q3973346,P413,Q212413
3359119,Q3973346,P54,Q36406
3359119,Q3973346,P54,Q3855794
3359119,Q3973346,P54,Q36462
3359119,Q3973346,P54,Q1647877
3359119,Q3973346,P54,Q6365104
3359119,Q3973346,P641,Q5372
3359119,Q3973346,P647,Q169637
3359119,Q3973346,P69,Q31249
3359119,Q3973346,P69,Q14689777
3359119,Q3973346,P734,Q56218309
3359119,Q3973346,P735,Q17501985
5400168,Q3976669,P105,Q7432
5400168,Q3976669,P141,Q3245245
5400168,Q3976669,P171,Q775143
5400168,Q3976669,P31,Q16521
5400168,Q3976669,P9714,Q155
299675,Q39782,P1056,Q4101072
299675,Q39782,P1056,Q5628346
299675,Q39782,P1056,Q11583623
299675,Q39782,P1056,Q21483825
299675,Q39782,P1343,Q867541
299675,Q39782,P1343,Q16082057
299675,Q39782,P1343,Q20078554
299675,Q39782,P1343,Q56441911
299675,Q39782,P138,Q410369
299675,Q39782,P138,Q617097
299675,Q39782,P138,Q109441995
299675,Q39782,P180,Q80192546
299675,Q39782,P186,Q62053810
299675,Q39782,P186,Q99534057
299675,Q39782,P186,Q62187372
299675,Q39782,P186,Q29207073
299675,Q39782,P186,Q126098294
299675,Q39782,P1889,Q34095
299675,Q39782,P19,Q12481140
299675,Q39782,P19,Q109438038
299675,Q39782,P19,Q12482423
299675,Q39782,P19,Q85993879
299675,Q39782,P19,Q109442271
299675,Q39782,P279,Q3820087
299675,Q39782,P279,Q1184960
299675,Q39782,P279,Q112260
299675,Q39782,P279,Q112248491
299675,Q39782,P279,Q731033
299675,Q39782,P301,Q12081659
299675,Q39782,P31,Q113145171
299675,Q39782,P366,Q41207
299675,Q39782,P366,Q839546
299675,Q39782,P5008,Q6173448
299675,Q39782,P527,Q114081747
299675,Q39782,P527,Q114162023
299675,Q39782,P527,Q111679507
299675,Q39782,P527,Q110987487
299675,Q39782,P527,Q110984011
299675,Q39782,P556,Q473227
299675,Q39782,P910,Q12081659
299675,Q39782,P921,Q123955015
299675,Q39782,P921,Q124010242
299675,Q39782,P921,Q103894443
299675,Q39782,P921,Q57544579
299675,Q39782,P921,Q123954569
3028579,Q39912,P131,Q112172111
3028579,Q39912,P131,Q112169966
3028579,Q39912,P131,Q112170271
3028579,Q39912,P131,Q112172950
3028579,Q39912,P131,Q112317962
3028579,Q39912,P138,Q3969233
3028579,Q39912,P150,Q16210
3028579,Q39912,P159,Q3826566
3028579,Q39912,P17,Q38
3028579,Q39912,P19,Q1466207
3028579,Q39912,P19,Q30049871
3028579,Q39912,P20,Q3960906
3028579,Q39912,P301,Q9309511
3028579,Q39912,P31,Q747074
3028579,Q39912,P361,Q13101297
3028579,Q39912,P421,Q6655
3028579,Q39912,P421,Q6723
3028579,Q39912,P47,Q187696
3028579,Q39912,P47,Q40497
3028579,Q39912,P47,Q42477
3028579,Q39912,P47,Q41005
3028579,Q39912,P47,Q39836
3028579,Q39912,P551,Q1304905
3028579,Q39912,P609,Q789132
3028579,Q39912,P740,Q3826566
3028579,Q39912,P910,Q9309511
3028579,Q39912,P9235,Q106435261
2859875,Q399127,P131,Q3439984
2859875,Q399127,P131,Q3442146
2859875,Q399127,P131,Q2661383
2859875,Q399127,P131,Q1888900
2859875,Q399127,P131,Q1883164
2859875,Q399127,P1464,Q8050276
2859875,Q399127,P17,Q224
2859875,Q399127,P1792,Q7911014
2859875,Q399127,P19,Q43677458
2859875,Q399127,P19,Q61124948
2859875,Q399127,P19,Q3512040
2859875,Q399127,P19,Q893632
2859875,Q399127,P19,Q12755465
2859875,Q399127,P20,Q125566998
2859875,Q399127,P301,Q9496172
2859875,Q399127,P31,Q15105893
2859875,Q399127,P421,Q6655
2859875,Q399127,P910,Q9496172
2859875,Q399127,P971,Q7911014
2859875,Q399127,P971,Q8050276
143643,Q39954,P131,Q18808
143643,Q39954,P17,Q423
143643,Q39954,P31,Q494230
143643,Q39954,P31,Q875538
143643,Q39954,P69,Q12225008
143643,Q39954,P69,Q12619883
143643,Q39954,P69,Q55847713
143643,Q39954,P69,Q123463794
915375,Q399994,P126,Q127743
915375,Q399994,P127,Q127743
915375,Q399994,P131,Q62
915375,Q399994,P131,Q108101
915375,Q399994,P131,Q110739
915375,Q399994,P138,Q522107
915375,Q399994,P16,Q94247
915375,Q399994,P16,Q400256
915375,Q399994,P17,Q30
915375,Q399994,P177,Q6778982
915375,Q399994,P2789,Q122470642
915375,Q399994,P2789,Q109402595
915375,Q399994,P2789,Q109374610
915375,Q399994,P2789,Q123090975
915375,Q399994,P2789,Q109374675
915375,Q399994,P3096,Q26329430
915375,Q399994,P31,Q34442
915375,Q399994,P559,Q106734237
915375,Q399994,P559,Q400444
915375,Q399994,P559,Q399995
915375,Q399994,P559,Q122470642
915375,Q399994,P559,Q757967
915375,Q399994,P609,Q62
915375,Q399994,P609,Q16553
915375,Q399994,P8702,Q107656007
2736988,Q400691,P102,Q1771140
2736988,Q400691,P106,Q82955
2736988,Q400691,P106,Q1622272
2736988,Q400691,P140,Q432
2736988,Q400691,P19,Q3616
2736988,Q400691,P20,Q3616
2736988,Q400691,P21,Q6581097
2736988,Q400691,P22,Q109507339
2736988,Q400691,P27,Q794
2736988,Q400691,P31,Q5
2736988,Q400691,P39,Q13561063
2736988,Q400691,P40,Q109507339
2736988,Q400691,P735,Q406294
5189634,Q4014569,P102,Q29468
5189634,Q4014569,P106,Q82955
5189634,Q4014569,P106,Q2961975
5189634,Q4014569,P1412,Q1860
5189634,Q4014569,P19,Q982550
5189634,Q4014569,P21,Q6581097
5189634,Q4014569,P27,Q30
5189634,Q4014569,P31,Q5
5189634,Q4014569,P39,Q8191099
5189634,Q4014569,P39,Q13218630
5189634,Q4014569,P39,Q18604553
5189634,Q4014569,P463,Q28154497
5189634,Q4014569,P5008,Q15305047
5189634,Q4014569,P69,Q4738072
5189634,Q4014569,P69,Q7895505
5189634,Q4014569,P734,Q1409226
5189634,Q4014569,P735,Q1215702
5189634,Q4014569,P937,Q61
5189634,Q4014569,P937,Q16559
3900148,Q4016236,P137,Q995151
3900148,Q4016236,P1427,Q86446
3900148,Q4016236,P1444,Q3344253
3900148,Q4016236,P17,Q928
3900148,Q4016236,P1876,Q221414
3900148,Q4016236,P276,Q827856
3900148,Q4016236,P31,Q744913
3900148,Q4016236,P828,Q1129232
3030108,Q40170,P131,Q33437024
3030108,Q40170,P131,Q113386120
3030108,Q40170,P131,Q16126
3030108,Q40170,P131,Q109290220
3030108,Q40170,P131,Q112842376
3030108,Q40170,P1376,Q30025796
3030108,Q40170,P1464,Q18757324
3030108,Q40170,P1465,Q18755270
3030108,Q40170,P150,Q16126
3030108,Q40170,P159,Q2219627
3030108,Q40170,P159,Q30898624
3030108,Q40170,P17,Q38
3030108,Q40170,P1792,Q26105439
3030108,Q40170,P19,Q1526072
3030108,Q40170,P19,Q3081017
3030108,Q40170,P19,Q3766591
3030108,Q40170,P19,Q4756947
3030108,Q40170,P19,Q17620633
3030108,Q40170,P20,Q17620633
3030108,Q40170,P20,Q117751681
3030108,Q40170,P301,Q21745548
3030108,Q40170,P31,Q747074
3030108,Q40170,P36,Q30025796
3030108,Q40170,P417,Q501107
3030108,Q40170,P421,Q6655
3030108,Q40170,P421,Q6723
3030108,Q40170,P47,Q41020
3030108,Q40170,P47,Q40192
3030108,Q40170,P47,Q40806
3030108,Q40170,P47,Q40799
3030108,Q40170,P47,Q1465
3030108,Q40170,P910,Q21745548
3030108,Q40170,P9235,Q106435255
3030108,Q40170,P937,Q2219627
3030108,Q40170,P971,Q18755270
3030108,Q40170,P971,Q18757324
3030108,Q40170,P971,Q26105439
528179,Q4017042,P17,Q148
528179,Q4017042,P264,Q837539
528179,Q4017042,P264,Q125796913
528179,Q4017042,P264,Q28409911
528179,Q4017042,P264,Q15909481
528179,Q4017042,P264,Q16689503
528179,Q4017042,P31,Q18127
5597538,Q401942,P138,Q80612
5597538,Q401942,P276,Q56551296
5597538,Q401942,P31,Q55818
5597538,Q401942,P376,Q405
3326297,Q4022446,P108,Q4524760
3326297,Q4022446,P121,Q5995838
3326297,Q4022446,P135,Q11551564
3326297,Q4022446,P135,Q22123170
3326297,Q4022446,P135,Q11551561
3326297,Q4022446,P135,Q599378
3326297,Q4022446,P135,Q11551563
3326297,Q4022446,P136,Q178459
3326297,Q4022446,P1454,Q54814599
3326297,Q4022446,P159,Q599378
3326297,Q4022446,P17,Q17
3326297,Q4022446,P301,Q10112083
3326297,Q4022446,P31,Q2386338
3326297,Q4022446,P31,Q4502119
3326297,Q4022446,P488,Q11551564
3326297,Q4022446,P495,Q17
3326297,Q4022446,P740,Q599378
3326297,Q4022446,P807,Q11459247
3326297,Q4022446,P910,Q10112083
3325904,Q4022738,P106,Q10800557
3325904,Q4022738,P1196,Q10737
3325904,Q4022738,P1412,Q9176
3325904,Q4022738,P161,Q60477478
3325904,Q4022738,P161,Q7979059
3325904,Q4022738,P161,Q14723541
3325904,Q4022738,P161,Q64869395
3325904,Q4022738,P161,Q492014
3325904,Q4022738,P19,Q8684
3325904,Q4022738,P20,Q42140
3325904,Q4022738,P21,Q6581072
3325904,Q4022738,P26,Q51884596
3325904,Q4022738,P27,Q884
3325904,Q4022738,P31,Q5
3325904,Q4022738,P371,Q18161311
3325904,Q4022738,P509,Q175111
3325904,Q4022738,P69,Q482649
3325904,Q4022738,P734,Q1936737
3325904,Q4022738,P735,Q17152041
5760435,Q40266,P106,Q11607585
5760435,Q40266,P1532,Q30
5760435,Q40266,P19,Q983758
5760435,Q40266,P21,Q6581097
5760435,Q40266,P27,Q30
5760435,Q40266,P31,Q5
5760435,Q40266,P5030,Q109305155
5760435,Q40266,P54,Q30588121
5760435,Q40266,P641,Q114466
5760435,Q40266,P69,Q1100801
5760435,Q40266,P69,Q7055604
5760435,Q40266,P735,Q16281759
1421158,Q403377,P106,Q116
1421158,Q403377,P1343,Q602358
1421158,Q403377,P1343,Q1138524
1421158,Q403377,P1343,Q47500198
1421158,Q403377,P19,Q565751
1421158,Q403377,P20,Q2016870
1421158,Q403377,P21,Q6581097
1421158,Q403377,P22,Q172353
1421158,Q403377,P22,Q437342
1421158,Q403377,P22,Q511880
1421158,Q403377,P2348,Q486761
1421158,Q403377,P25,Q3539799
1421158,Q403377,P26,Q3239160
1421158,Q403377,P31,Q5
1421158,Q403377,P3373,Q560625
1421158,Q403377,P40,Q511880
1421158,Q403377,P40,Q3539799
1421158,Q403377,P40,Q172353
1421158,Q403377,P40,Q437342
1421158,Q403377,P53,Q403361
1421158,Q403377,P921,Q19982625
1421158,Q403377,P921,Q24503044
1031745,Q4043223,P105,Q7432
1031745,Q4043223,P1403,Q106410659
1031745,Q4043223,P171,Q2303067
1031745,Q4043223,P31,Q16521
631791,Q4045598,P1046,Q2069919
631791,Q4045598,P31,Q44559
631791,Q4045598,P397,Q1195731
631791,Q4045598,P398,Q1195731
631791,Q4045598,P59,Q8866
631791,Q4045598,P6259,Q1264450
550527,Q404600,P1343,Q678259
550527,Q404600,P1343,Q2657718
550527,Q404600,P1343,Q20078554
550527,Q404600,P17,Q159
550527,Q404600,P177,Q4252328
550527,Q404600,P30,Q48
550527,Q404600,P31,Q46831
550527,Q404600,P527,Q1502267
550527,Q404600,P921,Q111175092
114349,Q40477,P101,Q12035688
114349,Q40477,P101,Q112546803
114349,Q40477,P101,Q238511
114349,Q40477,P101,Q112509115
114349,Q40477,P101,Q6044076
114349,Q40477,P103,Q23526
114349,Q40477,P103,Q35499
114349,Q40477,P1049,Q1491402
114349,Q40477,P112,Q38486639
114349,Q40477,P1269,Q135856
114349,Q40477,P1269,Q847696
114349,Q40477,P1269,Q968848
114349,Q40477,P1343,Q19085957
114349,Q40477,P1343,Q63284758
114349,Q40477,P1343,Q3181656
114349,Q40477,P1343,Q867541
114349,Q40477,P1343,Q16082057
114349,Q40477,P138,Q45751862
114349,Q40477,P138,Q46094126
114349,Q40477,P138,Q46042703
114349,Q40477,P138,Q12054835
114349,Q40477,P138,Q45343299
114349,Q40477,P1382,Q1257426
114349,Q40477,P140,Q1258217
114349,Q40477,P140,Q7066
114349,Q40477,P140,Q29536
114349,Q40477,P140,Q3333484
114349,Q40477,P140,Q1841
114349,Q40477,P1535,Q107252675
114349,Q40477,P1535,Q108519491
114349,Q40477,P1535,Q2373618
114349,Q40477,P1535,Q125811206
114349,Q40477,P1535,Q107120393
114349,Q40477,P172,Q469731
114349,Q40477,P172,Q115411833
114349,Q40477,P172,Q116685421
114349,Q40477,P172,Q4465658
114349,Q40477,P172,Q106878323
114349,Q40477,P180,Q78792948
114349,Q40477,P180,Q118313017
114349,Q40477,P1889,Q111128446
114349,Q40477,P1889,Q365399
114349,Q40477,P1889,Q12773225
114349,Q40477,P2341,Q16937368
114349,Q40477,P2341,Q117198324
114349,Q40477,P2341,Q115842552
114349,Q40477,P2341,Q115093560
114349,Q40477,P2341,Q117198529
114349,Q40477,P2578,Q156864
114349,Q40477,P2579,Q156864
114349,Q40477,P2596,Q66049360
114349,Q40477,P2596,Q1264443
114349,Q40477,P2596,Q86765634
114349,Q40477,P279,Q7539340
114349,Q40477,P279,Q16963970
114349,Q40477,P279,Q840454
114349,Q40477,P279,Q211052
114349,Q40477,P279,Q3565812
114349,Q40477,P282,Q108519491
114349,Q40477,P282,Q145625
114349,Q40477,P282,Q25704993
114349,Q40477,P282,Q491668
114349,Q40477,P282,Q8209
114349,Q40477,P2936,Q23526
114349,Q40477,P2936,Q33251
114349,Q40477,P301,Q8751709
114349,Q40477,P301,Q8751809
114349,Q40477,P31,Q719642
114349,Q40477,P31,Q149234
114349,Q40477,P361,Q11757666
114349,Q40477,P361,Q2446303
114349,Q40477,P361,Q125306955
114349,Q40477,P361,Q15916203
114349,Q40477,P361,Q756716
114349,Q40477,P466,Q124801641
114349,Q40477,P50,Q125516579
114349,Q40477,P5008,Q6173448
114349,Q40477,P527,Q113243215
114349,Q40477,P527,Q840454
114349,Q40477,P527,Q273824
114349,Q40477,P527,Q326822
114349,Q40477,P527,Q811998
114349,Q40477,P710,Q847696
114349,Q40477,P710,Q25198592
114349,Q40477,P7867,Q124801734
114349,Q40477,P7903,Q89147745
114349,Q40477,P825,Q95509700
114349,Q40477,P825,Q95511202
114349,Q40477,P868,Q107567278
114349,Q40477,P910,Q8751709
114349,Q40477,P921,Q121946225
114349,Q40477,P921,Q122034335
114349,Q40477,P921,Q122139515
114349,Q40477,P921,Q122034550
114349,Q40477,P921,Q121993381
114349,Q40477,P941,Q148971
114349,Q40477,P971,Q124801734
114349,Q40477,P971,Q24485902
114349,Q40477,P971,Q25813771
2862001,Q405228,P10280,Q10021977
2862001,Q405228,P126,Q11510311
2862001,Q405228,P131,Q12287953
2862001,Q405228,P131,Q121081090
2862001,Q405228,P131,Q25485071
2862001,Q405228,P131,Q112741684
2862001,Q405228,P131,Q2015255
2862001,Q405228,P1376,Q2015255
2862001,Q405228,P1464,Q18812703
2862001,Q405228,P1465,Q18812739
2862001,Q405228,P159,Q125525680
2862001,Q405228,P17,Q219
2862001,Q405228,P1792,Q20965764
2862001,Q405228,P180,Q55235237
2862001,Q405228,P19,Q105296700
2862001,Q405228,P19,Q108180638
2862001,Q405228,P19,Q20500864
2862001,Q405228,P19,Q12278308
2862001,Q405228,P19,Q12276308
2862001,Q405228,P190,Q205432
2862001,Q405228,P20,Q12276792
2862001,Q405228,P20,Q29603109
2862001,Q405228,P20,Q106653132
2862001,Q405228,P301,Q9808398
2862001,Q405228,P31,Q15303838
2862001,Q405228,P31,Q89487741
2862001,Q405228,P36,Q2015255
2862001,Q405228,P421,Q6723
2862001,Q405228,P421,Q6760
2862001,Q405228,P7867,Q84109262
2862001,Q405228,P910,Q9808398
2862001,Q405228,P971,Q10021977
2862001,Q405228,P971,Q18812703
2862001,Q405228,P971,Q18812739
2862001,Q405228,P971,Q20965764
2862001,Q405228,P971,Q84109262
2740557,Q4052469,P105,Q7432
2740557,Q4052469,P141,Q211005
2740557,Q4052469,P171,Q161195
2740557,Q4052469,P301,Q55300893
2740557,Q4052469,P31,Q16521
2740557,Q4052469,P910,Q55300893
2740557,Q4052469,P9714,Q155
2740557,Q4052469,P9714,Q42508
2740557,Q4052469,P9714,Q2841453
470152,Q40526,P1269,Q3281195
470152,Q40526,P279,Q682086
470152,Q40526,P279,Q14928328
470152,Q40526,P279,Q201564
470152,Q40526,P279,Q37477
470152,Q40526,P279,Q202278
470152,Q40526,P301,Q55330606
470152,Q40526,P31,Q1840368
470152,Q40526,P910,Q55330606
5697039,Q4054419,P106,Q36180
5697039,Q4054419,P106,Q82955
5697039,Q4054419,P106,Q193391
5697039,Q4054419,P106,Q6051619
5697039,Q4054419,P106,Q12144794
5697039,Q4054419,P119,Q11262867
5697039,Q4054419,P1412,Q9168
5697039,Q4054419,P1412,Q1860
5697039,Q4054419,P1412,Q7850
5697039,Q4054419,P1412,Q5287
5697039,Q4054419,P1412,Q1568
5697039,Q4054419,P19,Q37995
5697039,Q4054419,P20,Q38283
5697039,Q4054419,P21,Q6581072
5697039,Q4054419,P27,Q129286
5697039,Q4054419,P27,Q139670
5697039,Q4054419,P31,Q5
5697039,Q4054419,P734,Q120598855
5697039,Q4054419,P735,Q645412
5697039,Q4054419,P735,Q16002925
2862907,Q405842,P126,Q11510311
2862907,Q405842,P131,Q38655072
2862907,Q405842,P131,Q2403879
2862907,Q405842,P131,Q106346441
2862907,Q405842,P131,Q126691148
2862907,Q405842,P131,Q98649686
2862907,Q405842,P1376,Q2403879
2862907,Q405842,P138,Q4958092
2862907,Q405842,P138,Q123947753
2862907,Q405842,P17,Q219
2862907,Q405842,P1792,Q24206540
2862907,Q405842,P1889,Q2403879
2862907,Q405842,P19,Q110068978
2862907,Q405842,P19,Q99896357
2862907,Q405842,P19,Q113626853
2862907,Q405842,P19,Q112943716
2862907,Q405842,P19,Q12279677
2862907,Q405842,P20,Q12274794
2862907,Q405842,P20,Q112943716
2862907,Q405842,P20,Q12281665
2862907,Q405842,P20,Q110068840
2862907,Q405842,P20,Q124130224
2862907,Q405842,P276,Q107355611
2862907,Q405842,P301,Q21101767
2862907,Q405842,P31,Q15303838
2862907,Q405842,P31,Q89487741
2862907,Q405842,P36,Q2403879
2862907,Q405842,P421,Q6723
2862907,Q405842,P421,Q6760
2862907,Q405842,P910,Q21101767
2862907,Q405842,P971,Q24206540
1022108,Q40655658,P105,Q7432
1022108,Q40655658,P141,Q211005
1022108,Q40655658,P1420,Q1048782
1022108,Q40655658,P171,Q31843655
1022108,Q40655658,P171,Q62089981
1022108,Q40655658,P171,Q62090126
1022108,Q40655658,P171,Q62090088
1022108,Q40655658,P171,Q41088449
1022108,Q40655658,P31,Q16521
809311,Q406991,P1343,Q116090496
809311,Q406991,P144,Q16611
809311,Q406991,P180,Q118868752
809311,Q406991,P31,Q859170
809311,Q406991,P462,Q1088
809311,Q406991,P462,Q3142
809311,Q406991,P462,Q23444
809311,Q406991,P462,Q28053401
838532,Q407333,P31,Q4167410
2863023,Q407390,P126,Q11510311
2863023,Q407390,P131,Q1892609
2863023,Q407390,P131,Q2608264
2863023,Q407390,P131,Q106523414
2863023,Q407390,P131,Q121082787
2863023,Q407390,P131,Q58213683
2863023,Q407390,P1376,Q2608264
2863023,Q407390,P1427,Q26726305
2863023,Q407390,P1444,Q26726300
2863023,Q407390,P1465,Q61231380
2863023,Q407390,P159,Q125525705
2863023,Q407390,P17,Q219
2863023,Q407390,P1889,Q2608264
2863023,Q407390,P19,Q116055996
2863023,Q407390,P19,Q116056298
2863023,Q407390,P19,Q45317839
2863023,Q407390,P19,Q17385569
2863023,Q407390,P19,Q105997052
2863023,Q407390,P190,Q313538
2863023,Q407390,P20,Q12294968
2863023,Q407390,P20,Q18964456
2863023,Q407390,P20,Q107148942
2863023,Q407390,P276,Q65224630
2863023,Q407390,P301,Q9870952
2863023,Q407390,P31,Q902814
2863023,Q407390,P31,Q15303838
2863023,Q407390,P31,Q89487741
2863023,Q407390,P36,Q2608264
2863023,Q407390,P421,Q6723
2863023,Q407390,P421,Q6760
2863023,Q407390,P8989,Q104596084
2863023,Q407390,P910,Q9870952
2863023,Q407390,P971,Q61231380
2863023,Q407390,P971,Q104596084
5708877,Q4074722,P131,Q122439762
5708877,Q4074722,P131,Q103812172
5708877,Q4074722,P1376,Q21681059
5708877,Q4074722,P17,Q212
5708877,Q4074722,P19,Q95435317
5708877,Q4074722,P31,Q21672098
5708877,Q4074722,P36,Q12149340
5708877,Q4074722,P36,Q21681059
5708877,Q4074722,P421,Q6723
5708877,Q4074722,P421,Q6760
5708877,Q4074722,P463,Q21681059
5708877,Q4074722,P5008,Q10780973
3079420,Q4082,P1001,Q1310935
3079420,Q4082,P1001,Q2759686
3079420,Q4082,P1001,Q15829493
3079420,Q4082,P1027,Q15814460
3079420,Q4082,P1028,Q19828494
3079420,Q4082,P131,Q51845014
3079420,Q4082,P131,Q317515
3079420,Q4082,P131,Q110475350
3079420,Q4082,P131,Q99317706
3079420,Q4082,P131,Q183649
3079420,Q4082,P1343,Q867541
3079420,Q4082,P1343,Q4173137
3079420,Q4082,P1343,Q19230705
3079420,Q4082,P1343,Q20078554
3079420,Q4082,P138,Q1325321
3079420,Q4082,P138,Q1557857
3079420,Q4082,P138,Q1743149
3079420,Q4082,P1464,Q18757851
3079420,Q4082,P150,Q15139301
3079420,Q4082,P150,Q11280
3079420,Q4082,P150,Q1710815
3079420,Q4082,P150,Q1693885
3079420,Q4082,P150,Q15055964
3079420,Q4082,P159,Q1765421
3079420,Q4082,P159,Q97385472
3079420,Q4082,P159,Q15851660
3079420,Q4082,P159,Q64211403
3079420,Q4082,P159,Q2584428
3079420,Q4082,P17,Q183
3079420,Q4082,P1792,Q8736106
3079420,Q4082,P1889,Q2772115
3079420,Q4082,P19,Q22691951
3079420,Q4082,P19,Q15318077
3079420,Q4082,P19,Q23010285
3079420,Q4082,P19,Q60781390
3079420,Q4082,P19,Q1878177
3079420,Q4082,P190,Q28433000
3079420,Q4082,P20,Q13728798
3079420,Q4082,P20,Q1597176
3079420,Q4082,P20,Q1727563
3079420,Q4082,P20,Q1566831
3079420,Q4082,P20,Q1693572
3079420,Q4082,P206,Q1664
3079420,Q4082,P276,Q1257311
3079420,Q4082,P291,Q1323605
3079420,Q4082,P301,Q8972076
3079420,Q4082,P31,Q707813
3079420,Q4082,P31,Q42744322
3079420,Q4082,P31,Q54935786
3079420,Q4082,P421,Q6655
3079420,Q4082,P421,Q6723
3079420,Q4082,P463,Q747279
3079420,Q4082,P463,Q1768108
3079420,Q4082,P463,Q2359812
3079420,Q4082,P47,Q2107
3079420,Q4082,P47,Q3764
3079420,Q4082,P47,Q3840
3079420,Q4082,P47,Q1476033
3079420,Q4082,P485,Q22121212
3079420,Q4082,P551,Q105456071
3079420,Q4082,P551,Q105372961
3079420,Q4082,P551,Q104651987
3079420,Q4082,P551,Q114167224
3079420,Q4082,P551,Q105367156
3079420,Q4082,P6,Q1227859
3079420,Q4082,P706,Q15139301
3079420,Q4082,P740,Q672543
3079420,Q4082,P740,Q15851660
3079420,Q4082,P740,Q97385472
3079420,Q4082,P7867,Q84031329
3079420,Q4082,P8989,Q104595664
3079420,Q4082,P910,Q8972076
3079420,Q4082,P921,Q24978408
3079420,Q4082,P921,Q105109000
3079420,Q4082,P921,Q113083845
3079420,Q4082,P921,Q84697454
3079420,Q4082,P937,Q65108
3079420,Q4082,P937,Q95321205
3079420,Q4082,P937,Q113736886
3079420,Q4082,P937,Q55896987
3079420,Q4082,P937,Q1889958
3079420,Q4082,P971,Q84031329
3079420,Q4082,P971,Q18757851
3079420,Q4082,P971,Q31947098
3079420,Q4082,P971,Q104595664
3079420,Q4082,P971,Q8736106
5469081,Q4090226,P131,Q2599400
5469081,Q4090226,P17,Q212
5469081,Q4090226,P31,Q21672098
5469081,Q4090226,P421,Q6723
5469081,Q4090226,P421,Q6760
5469081,Q4090226,P5008,Q10780973
5758906,Q4092460,P131,Q5942
5758906,Q4092460,P17,Q159
5758906,Q4092460,P200,Q1016593
5758906,Q4092460,P201,Q1016593
5758906,Q4092460,P31,Q23397
5758906,Q4092460,P31,Q188025
5421197,Q4092909,P131,Q171334
5421197,Q4092909,P17,Q212
5421197,Q4092909,P200,Q4478929
5421197,Q4092909,P206,Q4360963
5421197,Q4092909,P31,Q4022
5421197,Q4092909,P403,Q4478929
5421197,Q4092909,P5008,Q10780973
3281977,Q4093584,P105,Q7432
3281977,Q4093584,P1343,Q112869405
3281977,Q4093584,P171,Q155904
3281977,Q4093584,P171,Q11141344
3281977,Q4093584,P171,Q25123437
3281977,Q4093584,P31,Q16521
3281977,Q4093584,P366,Q188840
3281977,Q4093584,P4000,Q147807
3281977,Q4093584,P703,Q104402492
3281977,Q4093584,P703,Q105300697
3281977,Q4093584,P703,Q105322077
3281977,Q4093584,P703,Q104979972
3281977,Q4093584,P703,Q82924452
3281977,Q4093584,P921,Q104995635
3281977,Q4093584,P921,Q104402490
3281977,Q4093584,P921,Q105186518
3281977,Q4093584,P921,Q67829971
3281977,Q4093584,P921,Q54195905
3281977,Q4093584,P9714,Q34800
5380137,Q4097108,P131,Q2619410
5380137,Q4097108,P17,Q212
5380137,Q4097108,P31,Q21672098
5380137,Q4097108,P421,Q6723
5380137,Q4097108,P421,Q6760
5380137,Q4097108,P463,Q12096777
5380137,Q4097108,P5008,Q10780973
6017138,Q409762,P279,Q423145
6017138,Q409762,P279,Q499932
6017138,Q409762,P279,Q3395478
6017138,Q409762,P279,Q11751655
6017138,Q409762,P31,Q119896085
6017138,Q409762,P4599,Q324628
6017138,Q409762,P4600,Q324628
6017138,Q409762,P4952,Q51139288
6017138,Q409762,P527,Q623
6017138,Q409762,P527,Q629
6017138,Q409762,P527,Q909913
6017138,Q409762,P921,Q57306030
6017138,Q409762,P921,Q50101517
6017138,Q409762,P921,Q57306022
6017138,Q409762,P921,Q57306014
6017138,Q409762,P921,Q26350538
448587,Q409860,P138,Q1349782
448587,Q409860,P2283,Q7431307
448587,Q409860,P2868,Q274493
448587,Q409860,P31,Q906356
448587,Q409860,P366,Q12140
448587,Q409860,P366,Q901552
448587,Q409860,P3780,Q23951957
448587,Q409860,P3781,Q23951957
448587,Q409860,P527,Q37155
448587,Q409860,P527,Q64863410
448587,Q409860,P527,Q283
448587,Q409860,P527,Q121874
448587,Q409860,P527,Q2064483
448587,Q409860,P61,Q1349782
448587,Q409860,P800,Q1349782
930121,Q410107,P1343,Q124737633
930121,Q410107,P1542,Q21174107
930121,Q410107,P1552,Q21009056
930121,Q410107,P1889,Q132624
930121,Q410107,P279,Q1022646
930121,Q410107,P2868,Q187661
930121,Q410107,P301,Q9654320
930121,Q410107,P31,Q113145171
930121,Q410107,P3335,Q21174107
930121,Q410107,P4952,Q51139288
930121,Q410107,P527,Q623
930121,Q410107,P703,Q4166636
930121,Q410107,P703,Q15978631
930121,Q410107,P703,Q17133309
930121,Q410107,P703,Q11682368
